symbol;name;start;end;period;id
AVT;Avnet Inc (AVT) Prices and Trading Volume;1973-05-03;2018-03-27;daily;10993649
AVX;AVX Corp. (AVX) Prices and Trading Volume;1995-08-15;2018-03-27;daily;10993788
AVY;Avery Dennison Corp. (AVY) Prices and Trading Volume;1983-12-29;2018-03-27;daily;9775561
AWAY;HomeAway Inc. (AWAY) Prices and Trading Volume;2011-06-29;2015-12-14;daily;11097059
AWH;Allied World Assurance Company Holdings AG (AWH) Prices and Trading Volume;2006-07-12;2017-07-27;daily;10981378
AWI;Armstrong World Industries Inc. (AWI) Prices and Trading Volume;2006-10-18;2018-03-27;daily;10989083
AWK;American Water Works Co Inc. (AWK) Prices and Trading Volume;2008-04-23;2018-03-27;daily;10984793
AWR;American States Water Co. (AWR) Prices and Trading Volume;1990-03-26;2018-03-27;daily;10984609
AXAS;Abraxas Petroleum Corporation (AXAS) Prices and Trading Volume;1991-05-08;2018-03-27;daily;10973736
AXDX;Accelerate Diagnostics Inc (AXDX) Prices and Trading Volume;1996-11-19;2018-03-27;daily;10973902
AXL;American Axle & Manufacturing Holdings Inc. (AXL) Prices and Trading Volume;1999-01-29;2018-03-27;daily;10983128
AXLL;Axiall Corp (AXLL) Prices and Trading Volume;1988-10-05;2016-08-30;daily;10993946
AXP;American Express Co. (AXP) Prices and Trading Volume;1972-06-01;2018-03-27;daily;9775562
AXS;AXIS Capital Holdings Ltd (AXS) Prices and Trading Volume;2003-07-01;2018-03-27;daily;10994100
AYI;Acuity Brands Inc (Holding Company) (AYI) Prices and Trading Volume;2001-12-03;2018-03-27;daily;10975038
AZO;AutoZone Inc. (AZO) Prices and Trading Volume;1991-04-02;2018-03-27;daily;9775563
AZPN;Aspen Technology Inc. (AZPN) Prices and Trading Volume;1994-10-26;2018-03-27;daily;10990509
AZZ;AZZ Inc (AZZ) Prices and Trading Volume;1984-09-07;2018-03-27;daily;10994519
B;Barnes Group Inc. (B) Prices and Trading Volume;1984-09-07;2018-03-27;daily;10996610
BA;The Boeing Co. (BA) Prices and Trading Volume;1962-01-02;2018-03-27;daily;9775564
BAC;Bank of America Corp. (BAC) Prices and Trading Volume;1986-05-29;2018-03-27;daily;9775565
BAGL;Einstein Noah Restaurant Group Inc (BAGL) Prices and Trading Volume;2007-06-08;2014-11-04;daily;11095441
BAH;Booz Allen Hamilton Holding Corp. (BAH) Prices and Trading Volume;2010-11-18;2018-03-27;daily;11077854
BALT;Baltic Trading (BALT) Prices and Trading Volume;2010-03-10;2015-07-17;daily;10995473
BANC;Banc of California Inc (BANC) Prices and Trading Volume;2002-10-01;2018-03-27;daily;10995478
BANF;BancFirst Corp. (Oklahoma City OK) (BANF) Prices and Trading Volume;1990-03-26;2018-03-27;daily;10995492
BANR;Banner Corp. (BANR) Prices and Trading Volume;1995-11-01;2018-03-27;daily;10996371
BAS;Basic Energy Services (BAS) Prices and Trading Volume;2005-12-09;2018-03-27;daily;10996835
BAX;Baxter International Inc. (BAX) Prices and Trading Volume;1981-10-27;2018-03-27;daily;9775566
BBBY;Bed Bath & Beyond Inc. (BBBY) Prices and Trading Volume;1992-06-05;2018-03-07;daily;9775567
BBGI;Beasley Broadcast Group Inc (BBGI) Prices and Trading Volume;2000-02-11;2018-03-27;daily;10997671
BBNK;Bridge Capital Holdings (BBNK) Prices and Trading Volume;2003-01-27;2015-06-30;daily;11093194
BBOX;Black Box Corp. (DE) (BBOX) Prices and Trading Volume;1992-12-17;2018-03-27;daily;11075961
BBRG;Bravo Brio Restaurant Group Inc. (BBRG) Prices and Trading Volume;2010-10-21;2018-03-27;daily;11093166
BBSI;Barrett Business Services Inc. (BBSI) Prices and Trading Volume;1993-06-14;2018-03-27;daily;10996766
BBW;Build-A-Bear Workshop (BBW) Prices and Trading Volume;2004-10-28;2018-03-27;daily;11093273
BBX;BBX Capital Corp (BBX) Prices and Trading Volume;1996-03-12;2018-03-27;daily;10997297
BBY;Best Buy Inc (BBY) Prices and Trading Volume;1985-04-19;2018-03-27;daily;9775569
BC;Brunswick Corp. (BC) Prices and Trading Volume;1981-12-31;2018-03-27;daily;11093255
BCC;Boise Cascade Company (BCC) Prices and Trading Volume;2013-02-06;2018-03-27;daily;11077725
BCEI;Bonanza Creek Energy (BCEI) Prices and Trading Volume;2011-12-15;2018-03-27;daily;11077761
BCO;The Brinks Company (BCO) Prices and Trading Volume;1996-01-03;2018-03-27;daily;11093209
BCOR;Blucora Inc. (BCOR) Prices and Trading Volume;1998-12-15;2018-03-27;daily;11077328
BCOV;Brightcove Inc. (BCOV) Prices and Trading Volume;2012-02-17;2018-03-27;daily;11093201
BCPC;Balchem Corp. (BCPC) Prices and Trading Volume;1986-06-03;2018-03-27;daily;10995119
BCRX;BioCryst Pharmaceuticals Inc. (BCRX) Prices and Trading Volume;1994-03-04;2018-03-27;daily;11074853
BDBD;Boulder Brands Inc. (BDBD) Prices and Trading Volume;2007-05-01;2016-01-15;daily;11077960
BDC;Belden Inc (BDC) Prices and Trading Volume;1993-11-24;2018-03-27;daily;10998013
BDE;Black Diamond Inc (BDE) Prices and Trading Volume;1998-05-27;2017-08-11;daily;11075970
BDN;Brandywine Realty Trust (BDN) Prices and Trading Volume;1986-07-24;2018-03-27;daily;11251346
BDSI;BioDelivery Sciences International Inc. (BDSI) Prices and Trading Volume;2002-07-25;2018-03-27;daily;11074893
BDX;Becton Dickinson & Co. (BDX) Prices and Trading Volume;1983-04-06;2018-03-27;daily;9775571
BEAM;Beam Inc. (BEAM) Prices and Trading Volume;1977-01-03;2014-04-30;daily;9775572
BEAT;CardioNet Inc. (BEAT) Prices and Trading Volume;2008-03-19;2018-03-27;daily;11075578
BEAV;B/E Aerospace Inc (BEAV) Prices and Trading Volume;1990-04-25;2017-04-12;daily;10994686
BEBE;Bebe Stores Inc (BEBE) Prices and Trading Volume;1998-06-17;2017-12-15;daily;10997803
BECN;Beacon Roofing Supply Inc. (BECN) Prices and Trading Volume;2004-09-23;2018-03-27;daily;10997557
BEE;Strategic Hotels & Resorts Inc. (BEE) Prices and Trading Volume;2004-07-26;2015-12-11;daily;11251605
BEN;Franklin Resources Inc. (BEN) Prices and Trading Volume;1984-09-07;2018-03-27;daily;9775573
BERY;Berry Plastics Group (BERY) Prices and Trading Volume;2012-10-04;2018-03-27;daily;11074066
BFAM;Bright Horizons Family Solutions (BFAM) Prices and Trading Volume;2013-01-25;2018-03-27;daily;11093200
BFIN;BankFinancial Corp (BFIN) Prices and Trading Volume;2005-06-28;2018-03-27;daily;10996345
BFS;Saul Centers Inc. (BFS) Prices and Trading Volume;1993-08-19;2018-03-27;daily;11251587
BG;Bunge Ltd. (BG) Prices and Trading Volume;2001-08-02;2018-03-27;daily;11093283
BGC;General Cable Corp. (DE) (BGC) Prices and Trading Volume;1997-05-16;2018-03-27;daily;11096149
BGCP;BGC Partners Inc. (BGCP) Prices and Trading Volume;1999-12-10;2018-03-27;daily;11074347
BGFV;Big 5 Sporting Goods Corp (BGFV) Prices and Trading Volume;2002-09-17;2018-03-27;daily;11074447
BGG;Briggs & Stratton Corp. (BGG) Prices and Trading Volume;1984-09-07;2018-03-27;daily;11093199
BGS;B&G Foods Inc (BGS) Prices and Trading Volume;2007-05-23;2018-03-27;daily;10994607
BH;Biglari Holdings (BH) Prices and Trading Volume;1992-02-25;2018-03-27;daily;11074577
BHB;Bar Harbor Bankshares (BHB) Prices and Trading Volume;1997-09-23;2018-03-27;daily;10996472
BHE;Benchmark Electronics Inc. (BHE) Prices and Trading Volume;1990-06-28;2018-03-27;daily;10998424
BHF;Brighthouse Financial, Inc. Common Stock (BHF);2017-08-08;2018-03-27;daily;37567431
BHGE;Baker Hughes (BHGE);2017-07-06;2018-03-27;daily;37082988
BHI;Baker Hughes Inc. (BHI) Prices and Trading Volume;1987-04-07;2017-07-03;daily;9775575
BHLB;Berkshire Hills Bancorp Inc. (BHLB) Prices and Trading Volume;2000-06-28;2018-03-27;daily;11074438
BIDU;Baidu Inc. ADS (BIDU) Prices and Trading Volume;2005-08-05;2018-03-27;daily;13911714
BIG;Big Lots Inc. (BIG) Prices and Trading Volume;1985-06-20;2018-03-27;daily;11074489
BIIB;Biogen Inc (BIIB) Prices and Trading Volume;1991-09-17;2018-03-27;daily;9775576
BIO;Bio-Rad Laboratories Inc. Cl A (BIO) Prices and Trading Volume;1980-02-27;2018-03-27;daily;11074834
BIOL;Biolase Inc (BIOL) Prices and Trading Volume;1992-11-12;2018-03-27;daily;11075125
BIOS;BioScrip Inc. (BIOS) Prices and Trading Volume;1996-08-15;2018-03-27;daily;11075481
BIRT;Actuate Corporation (BIRT) Prices and Trading Volume;1998-07-17;2015-01-15;daily;10975001
BJRI;BJ's Restaurants Inc. (BJRI) Prices and Trading Volume;1996-10-10;2018-03-27;daily;11075879
BK;Bank of New York Mellon Corp (BK) Prices and Trading Volume;1973-05-03;2018-03-27;daily;9775577
BKCC;BlackRock Capital Investment Corp (BKCC) Prices and Trading Volume;2007-06-27;2018-03-27;daily;11076907
BKD;Brookdale Senior Living (BKD) Prices and Trading Volume;2005-11-22;2018-03-27;daily;11093234
BKE;Buckle Inc. (The) (BKE) Prices and Trading Volume;1992-05-11;2018-03-27;daily;11093269
BKH;Black Hills Corp. (BKH) Prices and Trading Volume;1984-09-07;2018-03-27;daily;11075985
BKMU;Bank Mutual Corp (BKMU) Prices and Trading Volume;2001-03-06;2018-01-31;daily;10995813
BKS;Barnes & Noble Inc (BKS) Prices and Trading Volume;1993-09-28;2018-03-27;daily;10996575
BKU;BankUnited Inc. (BKU) Prices and Trading Volume;2011-01-28;2018-03-27;daily;10996363
BKW;Burger King Worldwide (BKW) Prices and Trading Volume;2012-06-20;2014-12-12;daily;11093288
BKYF;Bank of Kentucky Financial Corp. (BKYF) Prices and Trading Volume;1999-02-25;2015-06-19;daily;10995941
BLDR;Builders FirstSource Inc. (BLDR) Prices and Trading Volume;2005-06-28;2018-03-27;daily;11093275
BLK;BlackRock Inc. (BLK) Prices and Trading Volume;1999-10-01;2018-03-27;daily;9775578
BLKB;Blackbaud Inc. (BLKB) Prices and Trading Volume;2004-07-26;2018-03-27;daily;11076065
BLMN;Bloomin' Brands Inc. (BLMN) Prices and Trading Volume;2012-08-08;2018-03-27;daily;11077257
BLOX;Infoblox (BLOX) Prices and Trading Volume;2012-04-20;2016-11-04;daily;11097434
BLT;Blount International Inc. (BLT) Prices and Trading Volume;1999-08-20;2016-04-11;daily;11077321
BLUE;bluebird bio Inc. (BLUE) Prices and Trading Volume;2013-06-19;2018-03-27;daily;11077482
BLX;Banco Latinoamericano de Comercio Exterior S.A. (BLX) Prices and Trading Volume;1992-09-24;2018-03-27;daily;10995547
BMI;Badger Meter (BMI) Prices and Trading Volume;1984-09-07;2018-03-27;daily;10994984
BMR;Biomed Realty Trust Inc (BMR) Prices and Trading Volume;2004-08-09;2016-01-27;daily;14282730
BMRC;Bank of Marin Bancorp (BMRC) Prices and Trading Volume;1999-12-23;2018-03-27;daily;10995958
BMRN;BioMarin Pharmaceutical Inc. (BMRN) Prices and Trading Volume;1999-07-26;2018-03-27;daily;11075201
BMS;Bemis Co Inc (BMS) Prices and Trading Volume;1984-09-07;2018-03-27;daily;9775580
BMTC;Bryn Mawr Bank Corp. (BMTC) Prices and Trading Volume;1985-08-08;2018-03-27;daily;11093256
BMY;Bristol-Myers Squibb Co. (BMY) Prices and Trading Volume;1972-06-01;2018-03-27;daily;9775581
BNCL;Beneficial Mutual Bancorp Inc (BNCL) Prices and Trading Volume;2007-07-16;2018-03-27;daily;10998472
BNCN;BNC Bancorp (BNCN) Prices and Trading Volume;2003-07-15;2017-06-15;daily;11077537
BNFT;Benefitfocus Inc (BNFT) Prices and Trading Volume;2013-09-18;2018-03-27;daily;10998482
BNNY;Annies Inc (BNNY) Prices and Trading Volume;2012-03-28;2014-10-20;daily;10986858
BOBE;Bob Evans Farms Inc. (BOBE) Prices and Trading Volume;1984-09-05;2018-01-11;daily;11077646
BOFI;BofI Holding Inc. (BOFI) Prices and Trading Volume;2005-03-16;2018-03-27;daily;11077714
BOH;Bank of Hawaii Corp (BOH) Prices and Trading Volume;1984-09-07;2018-03-27;daily;10995935
BOKF;BOK Financial Corp. (BOKF) Prices and Trading Volume;1991-09-05;2018-03-27;daily;11077727
BOLT;Bolt Technology Corp. (BOLT) Prices and Trading Volume;1995-02-01;2014-11-18;daily;11077736
BONT;Bon-Ton Stores Inc (BONT) Prices and Trading Volume;1991-09-24;2017-11-07;daily;11077744
BOOM;Dynamic Materials Corp. (BOOM) Prices and Trading Volume;1989-01-05;2018-03-27;daily;11095275
BP;BPplc ADR (Sponsored) (BP) Prices and Trading Volume;1977-01-03;2018-03-27;daily;16790252
BPFH;Boston Private Financial Holdings Inc. (BPFH) Prices and Trading Volume;1994-02-14;2018-03-27;daily;11077929
BPOP;Popular Inc. (BPOP) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11115806
BPTH;BIO-PATH HOLDINGS INC (BPTH) Prices and Trading Volume;2008-03-04;2018-03-27;daily;11074833
BPZ;BPZ Resources (BPZ) Prices and Trading Volume;2003-10-07;2015-03-02;daily;11093151
BR;Broadridge Financial Solutions Inc (BR) Prices and Trading Volume;2007-04-02;2018-03-27;daily;11093226
BRC;Brady Corp. (BRC) Prices and Trading Volume;1984-09-07;2018-03-27;daily;11093154
BRCD;Brocade Communications Systems Inc. (BRCD) Prices and Trading Volume;1999-05-25;2017-11-17;daily;11093233
BRCM;Broadcom Corp. (BRCM) Prices and Trading Volume;1998-04-17;2016-01-29;daily;9775582
BRDR;Borderfree Inc (BRDR) Prices and Trading Volume;2014-03-21;2015-06-09;daily;13693085
BREW;Craft Brew Alliance Inc (BREW) Prices and Trading Volume;1995-08-18;2018-03-27;daily;11094648
BRKL;Brookline Bancorp Inc (DE) (BRKL) Prices and Trading Volume;1998-03-25;2018-03-27;daily;11093240
BRKR;Bruker Corporation (BRKR) Prices and Trading Volume;2000-08-04;2018-03-27;daily;11093252
BRKS;Brooks Automation Inc (BRKS) Prices and Trading Volume;1995-02-02;2018-03-27;daily;11093243
BRLI;Bio-Reference Laboratories Inc. (BRLI) Prices and Trading Volume;1993-11-22;2015-08-20;daily;11074842
BRO;Brown & Brown Inc. (BRO) Prices and Trading Volume;1992-03-03;2018-03-27;daily;11093247
BRS;Bristow Group Inc (BRS) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11093213
BRSS;Global Brass & Copper Holdings Inc (BRSS) Prices and Trading Volume;2013-05-23;2018-03-27;daily;11096281
BRT;BRT Realty Trust (BRT) Prices and Trading Volume;1973-05-03;2018-03-27;daily;14282731
BSET;Bassett Furniture Industries Inc (BSET) Prices and Trading Volume;1984-09-07;2018-03-27;daily;10996864
BSFT;BroadSoft Inc. (BSFT) Prices and Trading Volume;2010-06-16;2018-02-02;daily;11093227
BSRR;Sierra Bancorp (BSRR) Prices and Trading Volume;1996-05-30;2018-03-27;daily;11117092
BSTC;BioSpecifics Technologies Corp. (BSTC) Prices and Trading Volume;1991-11-15;2018-03-27;daily;11075545
BSX;Boston Scientific Corp. (BSX) Prices and Trading Volume;1992-05-19;2018-03-27;daily;9775584
BTH;Blyth Inc (BTH) Prices and Trading Volume;1994-05-18;2015-10-14;daily;11077527
BTU;Peabody Energy Corp (BTU) Prices and Trading Volume;2001-05-22;2018-03-27;daily;9775585
BTX;BioTime Inc (BTX) Prices and Trading Volume;1992-03-06;2018-03-27;daily;11075627
BURL;Burlington Stores (BURL) Prices and Trading Volume;2013-10-02;2018-03-27;daily;11093290
BUSE;First Busey Corp (BUSE) Prices and Trading Volume;1998-10-06;2018-03-27;daily;11096082
BV;Bazaarvoice Inc. (BV) Prices and Trading Volume;2012-02-24;2018-01-31;daily;10997228
BWA;BorgWarner Inc. (BWA) Prices and Trading Volume;1993-08-13;2018-03-27;daily;9775586
BWC;Babcock & Wilcox Co. (BWC) Prices and Trading Volume;2010-08-02;2015-06-30;daily;10994787
BWLD;Buffalo Wild Wings Inc. (BWLD) Prices and Trading Volume;2003-11-24;2018-02-05;daily;11093271
BXC;BlueLinx Holdings Inc (BXC) Prices and Trading Volume;2004-12-14;2018-03-27;daily;11077505
BXP;Boston Properties Inc. (BXP) Prices and Trading Volume;1997-06-18;2018-03-27;daily;9775587
BXS;BancorpSouth Inc. (BXS) Prices and Trading Volume;1985-10-16;2018-03-27;daily;10995672
BYD;Boyd Gaming Corp. (BYD) Prices and Trading Volume;1993-10-18;2018-03-27;daily;11093145
BYI;Bally Technologies Inc (BYI) Prices and Trading Volume;1982-01-12;2014-11-21;daily;10995409
BZH;Beazer Homes USA Inc. (BZH) Prices and Trading Volume;1994-02-23;2018-03-27;daily;10997740
C;Citigroup Inc (C) Prices and Trading Volume;1977-01-03;2018-03-27;daily;9775588
CA;CA Technologies (CA) Prices and Trading Volume;1984-09-07;2018-03-27;daily;9775589
CAB;Cabelas Inc. (CAB) Prices and Trading Volume;2004-07-06;2017-09-25;daily;11093321
CAC;Camden National Corp. (ME) (CAC) Prices and Trading Volume;1997-10-08;2018-03-27;daily;11093415
CACB;Cascade Bancorp (CACB) Prices and Trading Volume;1994-01-21;2017-05-30;daily;11093617
CACC;Credit Acceptance Corp. (MI) (CACC) Prices and Trading Volume;1992-06-05;2018-03-27;daily;11094666
CACI;Caci International Inc. Cl A (CACI) Prices and Trading Volume;1984-09-07;2018-03-27;daily;11093330
CACQ;Caesars Acquisition Co. (CACQ) Prices and Trading Volume;2013-11-19;2017-10-05;daily;11093341
CAG;ConAgra Foods Inc. (CAG) Prices and Trading Volume;1984-09-07;2018-03-27;daily;9775590
CAH;Cardinal Health Inc. (CAH) Prices and Trading Volume;1987-12-31;2018-03-27;daily;9775591
CAKE;Cheesecake Factory Inc. (The) (CAKE) Prices and Trading Volume;1992-09-18;2018-03-27;daily;11093830
CALD;Callidus Software Inc. (CALD) Prices and Trading Volume;2003-11-20;2018-03-27;daily;11093384
CALL;magicJack VocalTec Ltd (CALL) Prices and Trading Volume;1996-02-07;2018-03-27;daily;11098655
CALM;Cal-Maine Foods Inc. (CALM) Prices and Trading Volume;1996-12-12;2018-03-27;daily;11093350
CALX;Calix Networks (CALX) Prices and Trading Volume;2010-03-24;2018-03-27;daily;11093380
CAM;Cameron International Corp. (CAM) Prices and Trading Volume;1995-07-05;2016-04-01;daily;9775592
CAMP;CalAmp Corp. (CAMP) Prices and Trading Volume;1984-09-07;2018-03-27;daily;11093353
CAP;CAI International (CAP) Prices and Trading Volume;2007-05-16;2015-08-13;daily;11093346
CAR;Avis Budget Group Inc (CAR) Prices and Trading Volume;1990-01-12;2018-03-27;daily;10993430
CARA;Cara Therapeutics Inc (CARA) Prices and Trading Volume;2014-01-31;2018-03-27;daily;13693095
CARB;Carbonite Inc. (CARB) Prices and Trading Volume;2011-08-11;2018-03-27;daily;11093550
CAS;A.M. Castle (CAS) Prices and Trading Volume;1980-03-17;2016-12-06;daily;11093641
CASH;Meta Financial Group Inc (CASH) Prices and Trading Volume;1993-09-21;2018-03-27;daily;11099049
CASS;Cass Information Systems Inc. (CASS) Prices and Trading Volume;1996-01-02;2018-03-27;daily;11093636
CASY;Casey's General Stores Inc. (CASY) Prices and Trading Volume;1983-10-20;2018-03-27;daily;11093626
CAT;Caterpillar Inc. (CAT) Prices and Trading Volume;1962-01-02;2018-03-27;daily;9775593
CATM;Cardtronics Inc. (CATM) Prices and Trading Volume;2007-12-13;2018-03-27;daily;11093569
CATO;Cato Corp. (CATO) Prices and Trading Volume;1987-04-23;2018-03-27;daily;11093658
CATY;Cathay General Bancorp (CATY) Prices and Trading Volume;1990-12-17;2018-03-27;daily;11093654
CAVM;Cavium Inc. (CAVM) Prices and Trading Volume;2007-05-02;2018-03-27;daily;11093664
CB;Chubb Corp (CB) Prices and Trading Volume;1984-09-07;2018-03-27;daily;9775594
CBEY;Cbeyond, Inc. (CBEY) Prices and Trading Volume;2005-11-10;2014-07-18;daily;11093672
CBF;Capital Bank Financial Corp (CBF) Prices and Trading Volume;2012-09-20;2017-11-30;daily;11093505
CBG;CBRE Group (CBG) Prices and Trading Volume;2004-06-10;2018-03-19;daily;9775595
CBI;Chicago Bridge & Iron Co. N.V. (Netherlands) (CBI) Prices and Trading Volume;1997-03-27;2018-03-27;daily;11093861
CBK;Christopher & Banks Corp. (CBK) Prices and Trading Volume;1992-03-31;2018-03-27;daily;11094081
CBL;CBL & Associates Properties Inc. (CBL) Prices and Trading Volume;1993-10-28;2018-03-27;daily;11251354
CBOE;CBOE Holdings Inc. (CBOE) Prices and Trading Volume;2010-06-15;2018-03-27;daily;11093676
CBR;Ciber Inc. (CBR) Prices and Trading Volume;1994-03-17;2017-04-10;daily;11094097
CBRL;Cracker Barrel Old Country Store Inc. (CBRL) Prices and Trading Volume;1984-09-07;2018-03-27;daily;11094646
CBSH;Commerce Bancshares Inc. (CBSH) Prices and Trading Volume;1984-09-07;2018-03-27;daily;11094345
CBST;Cubist Pharmaceuticals Inc. (CBST) Prices and Trading Volume;1996-10-25;2015-01-21;daily;11094749
CBT;Cabot Corp. (CBT) Prices and Trading Volume;1980-11-05;2018-03-27;daily;11093325
CBU;Community Bank System Inc. (CBU) Prices and Trading Volume;1985-11-27;2018-03-27;daily;11094372
CBZ;CBIZ (CBZ) Prices and Trading Volume;1995-04-27;2018-03-27;daily;11093673
CCBG;Capital City Bank Group Inc. (CCBG) Prices and Trading Volume;1997-02-03;2018-03-27;daily;11093508
CCC;Calgon Carbon Corp. (CCC) Prices and Trading Volume;1987-06-03;2018-03-08;daily;11093362
CCE;Coca-Cola Enterprises Inc (CCE) Prices and Trading Volume;1986-11-24;2018-03-27;daily;9775597
CCF;Chase Corp. (CCF) Prices and Trading Volume;1995-10-25;2018-03-27;daily;11093822
CCG;Campus Crest Communities Inc. (CCG) Prices and Trading Volume;2010-10-14;2016-03-02;daily;11251351
